,start_time,end_time,chord,song_num
60,78.72,80.06,C#:maj,0
61,80.06,81.39,Bb:min,0
62,81.39,82.72,Eb:min,0
63,82.72,84.06,B:maj,0
64,84.06,85.39,C#:maj,0
65,85.39,88.06,F#:maj,0
66,88.06,89.39,B:maj,0
67,89.39,90.72,C#:maj,0
68,90.72,92.06,Bb:min,0
69,92.06,93.39,Eb:min,0
70,93.39,94.72,B:maj,0
71,94.72,96.06,C#:maj,0
72,96.06,98.72,F#:maj,0
73,98.72,99.39,B:maj,0
74,99.39,100.06,F#:maj7,0
75,100.06,101.39,C#:maj,0
76,101.39,102.06,Bb:min,0
77,102.06,102.72,Bb:sus4,0
78,102.72,104.06,Eb:min,0
79,104.06,104.72,B:maj,0
80,104.72,105.39,F#:maj7,0
81,105.39,106.72,C#:maj,0
82,106.72,109.39,F#:maj,0
83,109.39,110.06,B:maj,0
84,110.06,110.72,F#:maj7,0
85,110.72,112.06,C#:maj,0
86,112.06,112.72,Bb:min,0
87,112.72,113.39,Bb:sus4,0
88,113.39,114.72,Eb:min,0
89,114.72,115.39,B:maj,0
90,115.39,116.06,F#:maj7,0
91,116.06,117.39,C#:maj,0
92,117.39,120.06,F#:maj,0
93,120.06,121.39,B:maj,0
94,121.39,122.72,C#:maj,0
95,122.72,124.06,Bb:min,0
96,124.06,125.39,Eb:min,0
97,125.39,126.72,B:maj,0
98,126.72,128.06,C#:maj,0
99,128.06,130.72,F#:maj,0
100,130.72,132.06,B:maj,0
101,132.06,133.39,C#:maj,0
102,133.39,134.72,Bb:min,0
103,134.72,136.05,Eb:min,0
104,136.05,137.39,B:maj,0
105,137.39,138.72,C#:maj,0
106,138.72,141.39,F#:maj,0
107,141.39,142.72,B:maj,0
108,142.72,144.05,C#:maj,0
109,144.05,145.39,Bb:min,0
110,145.39,146.72,Eb:min,0
111,146.72,148.05,B:maj,0
112,148.05,149.39,C#:maj,0
113,149.39,152.05,F#:maj,0
114,152.05,152.72,B:maj,0
115,152.72,153.39,F#:maj7,0
116,153.39,154.72,C#:maj,0
117,154.72,155.39,Bb:min,0
118,155.39,156.05,Bb:sus4,0
119,156.05,157.39,Eb:min,0
120,157.39,158.05,B:maj,0
121,158.05,158.72,F#:maj7,0
122,158.72,160.05,C#:maj,0
123,160.05,162.72,F#:maj,0
124,162.72,163.39,B:maj,0
125,163.39,164.05,F#:maj7,0
126,164.05,165.39,C#:maj,0
127,165.39,166.05,Bb:min,0
128,166.05,166.72,Bb:sus4,0
129,166.72,168.05,Eb:min,0
130,168.05,168.72,B:maj,0
131,168.72,169.39,F#:maj7,0
132,169.39,170.72,C#:maj,0
133,170.72,173.39,F#:maj,0
134,173.39,174.05,B:maj,0
135,174.05,174.72,F#:maj7,0
136,174.72,176.05,C#:maj,0
137,176.05,176.72,Bb:min,0
138,176.72,177.39,Bb:sus4,0
139,177.39,178.72,Eb:min,0
140,178.72,179.39,B:maj,0
141,179.39,180.05,F#:maj7,0
142,180.05,181.39,C#:maj,0
143,181.39,184.05,F#:maj,0
144,184.05,184.72,B:maj,0
145,184.72,186.72,C#:maj,0
146,186.72,187.39,Bb:min,0
147,187.39,189.39,Eb:min,0
148,189.39,190.05,B:maj,0
149,190.05,191.39,C#:maj,0
150,191.39,192.05,F#:sus2,0
151,192.05,194.72,F#:maj,0
152,194.72,195.72,end_chord,0
153,0.0,4.38,start_chord,1
154,4.38,6.32,B:maj,1
155,6.32,8.25,F#:maj,1
156,8.25,12.53,E:maj,1
157,12.53,14.47,Ab:min,1
158,14.47,16.4,Eb:min,1
159,16.4,20.48,E:maj,1
160,20.48,22.36,B:maj,1
161,22.36,24.23,F#:maj,1
162,24.23,26.11,Ab:min,1
163,26.11,27.98,F#:maj,1
164,27.98,29.86,Ab:min,1
165,29.86,31.73,F#:maj,1
166,31.73,33.61,C#:min,1
167,33.61,35.48,F#:maj,1
168,35.48,37.36,B:maj,1
169,37.36,39.23,F#:maj,1
170,39.23,41.11,E:maj,1
171,41.11,42.98,F#:maj,1
172,42.98,44.86,Ab:min,1
173,44.86,46.73,Eb:min,1
174,46.73,48.61,C#:min,1
175,48.61,50.48,F#:maj,1
176,50.48,52.36,B:maj,1
177,52.36,54.23,F#:maj,1
178,54.23,56.11,Ab:min,1
179,56.11,57.98,Eb:min,1
180,57.98,59.86,E:maj,1
181,59.86,61.73,C#:min,1
182,61.73,63.61,E:maj,1
183,63.61,65.48,F#:maj,1
184,65.48,67.36,B:maj,1
185,67.36,69.23,F#:maj,1
186,69.23,71.11,Ab:min,1
187,71.11,72.98,Eb:min,1
188,72.98,74.86,E:maj,1
189,74.86,76.73,Eb:min,1
190,76.73,78.61,C#:min7,1
191,78.61,80.48,F#:maj,1
192,80.48,82.37,B:sus2,1
193,82.37,84.27,B:maj,1
194,84.27,88.02,B:maj,1
195,88.02,89.89,Ab:min,1
196,89.89,91.77,E:maj,1
197,91.77,93.64,Ab:min,1
198,93.64,95.52,Eb:min,1
199,95.52,98.33,E:maj,1
200,98.33,99.27,F#:7,1
201,99.27,101.14,B:maj,1
202,101.14,103.02,F#:maj,1
203,103.02,104.89,E:maj,1
204,104.89,106.77,F#:maj,1
205,106.77,108.64,Ab:min,1
206,108.64,110.52,Eb:min,1
207,110.52,112.39,C#:min,1
208,112.39,114.27,F#:maj,1
209,114.27,116.14,B:maj,1
210,116.14,118.02,F#:maj,1
211,118.02,119.89,Ab:min,1
212,119.89,121.77,Eb:min,1
213,121.77,123.64,E:maj,1
214,123.64,125.52,C#:min,1
215,125.52,127.39,E:maj,1
216,127.39,129.27,F#:maj,1
217,129.27,131.14,B:maj,1
218,131.14,133.02,F#:maj,1
219,133.02,134.89,Ab:min,1
220,134.89,136.77,Eb:min,1
221,136.77,138.64,E:maj,1
222,138.64,140.52,Eb:min,1
223,140.52,142.39,C#:min7,1
224,142.39,144.27,F#:maj,1
225,144.27,146.14,B:sus2,1
226,146.14,148.02,B:maj,1
227,148.02,150.83,E:maj,1
228,150.83,151.77,Eb:min,1
229,151.77,153.64,Ab:min,1
230,153.64,155.52,F#:maj,1
231,155.52,157.39,C#:min,1
232,157.39,159.27,E:maj,1
233,159.27,163.02,F#:maj,1
234,163.02,164.89,B:maj,1
235,164.89,166.77,F#:maj,1
236,166.77,168.64,Ab:min,1
237,168.64,170.52,Eb:min,1
238,170.52,172.39,E:maj,1
239,172.39,174.27,C#:min,1
240,174.27,176.14,E:maj,1
241,176.14,178.02,F#:maj,1
242,178.02,179.89,B:maj,1
243,179.89,181.77,F#:maj,1
244,181.77,183.64,Ab:min,1
245,183.64,185.52,Eb:min,1
246,185.52,187.39,E:maj,1
247,187.39,189.27,Eb:min,1
248,189.27,191.14,C#:min7,1
249,191.14,193.02,F#:maj,1
250,193.02,196.77,Ab:min,1
251,196.77,198.64,C#:min,1
252,198.64,200.52,F#:maj,1
253,200.52,202.39,B:sus2,1
254,202.39,204.27,B:maj,1
255,204.27,206.14,C#:min7,1
256,206.14,208.02,F#:maj,1
257,208.02,208.99,F#:sus4,1
258,208.99,210.05,Ab:min,1
259,210.05,212.15,F#:maj,1
260,212.15,214.26,Ab:maj,1
261,214.26,216.36,C#:min,1
262,216.36,218.47,Ab:min,1
263,218.47,220.57,F#:maj,1
264,220.57,224.78,C#:min,1
265,224.78,226.89,B:sus2,1
266,226.89,231.1,Ab:min,1
267,231.1,232.1,end_chord,1
268,0.0,1.49,start_chord,2
269,1.49,4.41,G:min7,2
270,4.41,7.34,Eb:sus2,2
271,7.34,10.27,Bb:maj,2
272,10.27,13.19,F:maj,2
273,13.19,16.12,G:min7,2
274,16.12,19.05,Eb:sus2,2
275,19.05,21.97,Bb:maj,2
276,21.97,24.9,F:maj,2
277,24.9,27.83,G:min,2
278,27.83,30.75,Eb:maj,2
279,30.75,33.68,Bb:maj,2
280,33.68,36.61,F:maj,2
281,36.61,39.53,G:min,2
282,39.53,42.46,Eb:maj,2
283,42.46,45.39,Bb:maj,2
284,45.39,48.32,F:maj,2
285,48.32,51.24,G:min,2
286,51.24,54.17,F:maj,2
287,54.17,57.1,Eb:maj,2
288,57.1,58.56,Bb:maj,2
289,58.56,60.02,F:maj,2
290,60.02,62.95,G:min,2
291,62.95,65.88,F:maj,2
292,65.88,68.8,Eb:maj,2
293,68.8,70.27,Bb:maj,2
294,70.27,71.73,F:maj,2
295,71.73,74.66,G:min,2
296,74.66,76.12,D:min7,2
297,76.12,77.58,D:min,2
298,77.58,80.51,Eb:maj,2
299,80.51,83.44,Bb:maj,2
300,83.44,86.36,G:min,2
301,86.36,87.83,D:min7,2
302,87.83,89.29,D:min,2
303,89.29,90.75,Eb:maj,2
304,90.75,92.22,F:maj,2
305,92.22,95.14,G:min,2
306,95.14,98.07,G:min,2
307,98.07,101.0,D:min,2
308,101.0,103.92,Eb:maj,2
309,103.92,105.39,Bb:maj,2
310,105.39,106.85,F:maj,2
311,106.85,109.78,G:min,2
312,109.78,112.71,D:min,2
313,112.71,114.17,Eb:maj,2
314,114.17,115.63,F:maj,2
315,115.63,118.56,G:min,2
316,118.56,121.49,G:min,2
317,121.49,124.41,Eb:maj,2
318,124.41,127.34,Bb:maj,2
319,127.34,130.27,F:maj,2
320,130.27,133.19,G:min,2
321,133.19,136.12,Eb:maj,2
322,136.12,139.05,Bb:maj,2
323,139.05,141.97,F:maj,2
324,141.97,144.9,G:min,2
325,144.9,147.83,F:maj,2
326,147.83,150.75,Eb:maj,2
327,150.75,152.22,Bb:maj,2
328,152.22,153.68,F:maj,2
329,153.68,156.61,G:min,2
330,156.61,159.53,F:maj,2
331,159.53,162.46,Eb:maj,2
332,162.46,163.92,Bb:maj,2
333,163.92,165.39,F:maj,2
334,165.39,168.32,G:min,2
335,168.32,169.78,D:min7,2
336,169.78,171.24,D:min,2
337,171.24,174.17,Eb:maj,2
338,174.17,177.1,Bb:maj,2
339,177.1,180.02,G:min,2
340,180.02,181.49,D:min7,2
341,181.49,182.95,D:min,2
342,182.95,184.41,Eb:maj,2
343,184.41,185.88,F:maj,2
344,185.88,188.8,G:min,2
345,188.8,191.73,G:min,2
346,191.73,193.19,D:min7,2
347,193.19,194.66,D:min,2
348,194.66,197.58,Eb:maj,2
349,197.58,200.51,Bb:maj,2
350,200.51,203.44,G:min,2
351,203.44,204.9,D:min7,2
352,204.9,206.36,D:min,2
353,206.36,207.83,Eb:maj,2
354,207.83,209.29,F:maj,2
355,209.29,212.22,G:min,2
356,212.22,215.14,G:min,2
357,215.14,218.07,D:min,2
358,218.07,221.0,Eb:maj,2
359,221.0,222.46,Bb:maj,2
360,222.46,223.92,F:maj,2
361,223.92,225.39,G:min,2
362,225.39,227.58,G:min,2
363,227.58,229.05,G:min,2
364,229.05,230.05,end_chord,2
365,0.0,8.38,start_chord,3
366,8.38,10.06,F#:maj,3
367,10.06,11.73,F#:sus2,3
368,11.73,13.41,C#:maj,3
369,13.41,15.08,Bb:maj,3
370,15.08,16.76,Eb:min,3
371,16.76,18.44,Bb:min,3
372,18.44,20.11,B:maj7,3
373,20.11,21.79,B:maj,3
374,21.79,23.46,Ab:min,3
375,23.46,24.3,C#:maj,3
376,24.3,25.14,Ab:min,3
377,25.14,26.82,Bb:min,3
378,26.82,28.49,Eb:maj,3
379,28.49,30.17,Ab:min,3
380,30.17,31.84,F:dim,3
381,31.84,35.2,Bb:maj,3
382,35.2,36.87,F#:maj,3
383,36.87,38.55,F#:sus2,3
384,38.55,40.22,C#:maj,3
385,40.22,41.9,Bb:maj,3
386,41.9,43.58,Eb:min,3
387,43.58,45.25,Bb:min,3
388,45.25,46.93,B:maj7,3
389,46.93,48.6,B:maj,3
390,48.6,50.28,Ab:min,3
391,50.28,51.12,C#:maj,3
392,51.12,51.96,Ab:min,3
393,51.96,53.63,Bb:min,3
394,53.63,55.31,Eb:maj,3
395,55.31,56.98,Ab:min,3
396,56.98,58.66,F:dim,3
397,58.66,62.01,Bb:maj,3
398,62.01,63.69,Eb:min,3
399,63.69,65.36,F#:maj,3
400,65.36,67.04,B:maj7,3
401,67.04,68.72,C#:maj,3
402,68.72,70.39,Bb:min,3
403,70.39,72.07,Bb:min7,3
404,72.07,73.74,Eb:min,3
405,73.74,75.42,Bb:min,3
406,75.42,78.77,Ab:7,3
407,78.77,80.45,B:maj,3
408,80.45,82.12,Bb:7,3
409,82.12,85.47,Eb:sus4,3
410,85.47,88.83,Eb:maj,3
411,88.83,90.5,Ab:min,3
412,90.5,92.18,C#:maj,3
413,92.18,93.85,Bb:min,3
414,93.85,95.53,Eb:min,3
415,95.53,97.21,Ab:min,3
416,97.21,98.88,F:dim,3
417,98.88,102.23,Bb:maj,3
418,102.23,103.91,F#:maj,3
419,103.91,105.59,F#:sus2,3
420,105.59,107.26,C#:maj,3
421,107.26,108.94,Bb:maj,3
422,108.94,110.61,Eb:min,3
423,110.61,112.29,Bb:min,3
424,112.29,113.97,B:maj7,3
425,113.97,115.64,B:maj,3
426,115.64,117.32,Ab:min,3
427,117.32,118.16,C#:maj,3
428,118.16,118.99,Ab:min,3
429,118.99,120.67,Bb:min,3
430,120.67,122.35,Eb:maj,3
431,122.35,124.02,Ab:min,3
432,124.02,125.7,F:dim,3
433,125.7,129.05,Bb:maj,3
434,129.05,130.73,Eb:min,3
435,130.73,132.41,F#:maj,3
436,132.41,134.09,B:maj7,3
437,134.09,135.77,C#:maj,3
438,135.77,137.45,Bb:min,3
439,137.45,139.13,Bb:min7,3
440,139.13,140.82,Eb:min,3
441,140.82,142.5,Bb:min,3
442,142.5,145.86,Ab:7,3
443,145.86,147.54,B:maj,3
444,147.54,149.22,Bb:7,3
445,149.22,150.9,Eb:min,3
446,150.9,152.58,F#:maj,3
447,152.58,154.26,B:maj7,3
448,154.26,155.94,C#:maj,3
449,155.94,157.62,Bb:min,3
450,157.62,159.3,Bb:min7,3
451,159.3,160.98,Eb:min,3
452,160.98,162.66,Bb:min,3
453,162.66,166.03,Ab:7,3
454,166.03,167.71,B:maj,3
455,167.71,169.39,Bb:7,3
456,169.39,171.07,Eb:min,3
457,171.07,172.75,F#:maj,3
458,172.75,174.43,B:maj7,3
459,174.43,176.11,C#:maj,3
460,176.11,177.79,Bb:min,3
461,177.79,179.47,Bb:min7,3
462,179.47,181.15,Eb:min,3
463,181.15,182.83,Bb:min,3
464,182.83,186.19,Ab:7,3
465,186.19,187.87,B:maj,3
466,187.87,189.55,Bb:7,3
467,192.92,194.6,Eb:sus2,3
468,194.6,196.28,Eb:maj,3
469,196.28,199.64,Eb:maj,3
470,199.64,200.64,end_chord,3
471,0.0,0.56,start_chord,4
472,0.56,2.4,C:maj,4
473,2.4,4.25,B:min,4
474,4.25,6.1,A:min,4
475,6.1,7.94,D:7,4
476,7.94,9.79,G:maj,4
477,9.79,10.71,A:min7,4
478,10.71,11.63,D:maj,4
479,11.63,13.48,G:maj,4
480,13.48,14.4,A:min7,4
481,14.4,15.33,D:maj,4
482,15.33,17.17,G:maj,4
483,17.17,19.02,G:maj7,4
484,19.02,20.87,G:sus4,4
485,20.87,21.79,E:min,4
486,21.79,22.71,B:7,4
487,22.71,24.56,E:min7,4
488,24.56,26.4,A:maj,4
489,26.4,28.25,C:min,4
490,28.25,30.1,D:maj,4
491,30.1,31.94,G:maj,4
492,31.94,33.79,G:maj7,4
493,33.79,35.63,G:sus4,4
494,35.63,36.56,E:min,4
495,36.56,37.48,B:7,4
496,37.48,39.33,E:min7,4
497,39.33,41.17,A:maj,4
498,41.17,43.02,C:min,4
499,43.02,44.87,D:maj,4
500,44.87,46.71,C:maj,4
501,46.71,48.56,B:min7,4
502,48.56,50.4,D:7,4
503,50.4,52.25,G:maj,4
504,52.25,54.1,E:min,4
505,54.1,55.94,A:maj,4
506,55.94,57.79,A:min7,4
507,57.79,61.48,D:maj,4
508,61.48,63.33,G:maj,4
509,63.33,65.17,A:min7,4
510,65.17,67.02,B:min7,4
511,67.02,68.87,E:maj,4
512,68.87,70.71,A:min,4
513,72.56,74.4,C:maj,4
514,74.4,76.25,D:maj,4
515,76.25,78.1,G:maj,4
516,78.1,79.94,A:min,4
517,79.94,81.79,B:min,4
518,81.79,83.63,B:7,4
519,83.63,85.48,E:min,4
520,85.48,87.33,D:maj,4
521,87.33,91.02,A:maj,4
522,91.02,92.87,C:maj,4
523,92.87,94.71,B:min,4
524,94.71,96.56,A:min7,4
525,96.56,98.4,D:maj,4
526,98.4,100.25,G:maj,4
527,100.25,101.17,A:min7,4
528,101.17,102.1,D:maj,4
529,102.1,103.94,G:maj,4
530,103.94,104.87,A:min7,4
531,104.87,105.79,D:maj,4
532,105.79,107.63,G:maj,4
533,107.63,109.48,G:maj7,4
534,109.48,111.33,G:sus4,4
535,111.33,112.25,E:min,4
536,112.25,113.17,B:7,4
537,113.17,115.02,E:min7,4
538,115.02,116.86,A:maj,4
539,116.86,118.71,C:min,4
540,118.71,120.56,D:maj,4
541,120.56,122.4,G:maj,4
542,122.4,124.25,G:maj7,4
543,124.25,126.1,G:sus4,4
544,126.1,127.02,E:min,4
545,127.02,127.94,B:7,4
546,127.94,129.79,E:min7,4
547,129.79,131.63,A:maj,4
548,131.63,133.48,C:min,4
549,133.48,135.33,D:maj,4
550,135.33,137.17,C:maj,4
551,137.17,139.02,B:min7,4
552,139.02,140.86,D:7,4
553,140.86,142.71,G:maj,4
554,142.71,144.56,E:min,4
555,144.56,146.4,A:maj,4
556,146.4,148.25,A:min7,4
557,148.25,151.94,D:maj,4
558,151.94,153.79,G:maj,4
559,153.79,155.63,A:min7,4
560,155.63,157.48,B:min7,4
561,157.48,159.33,E:maj,4
562,159.33,161.17,A:min,4
563,163.02,164.86,C:maj,4
564,164.86,166.71,D:maj,4
565,166.71,168.56,G:maj,4
566,168.56,170.4,A:min,4
567,170.4,172.25,B:min,4
568,172.25,174.1,B:7,4
569,174.1,175.94,E:min,4
570,175.94,177.79,D:maj,4
571,177.79,181.48,A:maj,4
572,181.48,183.33,C:maj,4
573,183.33,185.17,B:min,4
574,185.17,187.02,A:min7,4
575,187.02,188.86,D:maj,4
576,188.86,192.56,C:maj,4
577,192.56,196.25,B:maj,4
578,196.25,198.1,E:min,4
579,198.1,199.94,D:maj,4
580,199.94,201.79,C:maj,4
581,201.79,203.63,E:maj,4
582,203.63,205.48,A:min,4
583,205.48,207.33,D:maj,4
584,207.33,209.17,B:maj,4
585,209.17,211.02,E:min,4
586,211.02,214.71,Eb:maj,4
587,214.71,216.56,D:sus4,4
588,216.56,218.4,D:maj,4
589,218.4,220.25,G:maj,4
590,220.25,222.1,A:min7,4
591,222.1,223.94,B:min7,4
592,223.94,225.79,E:maj,4
593,225.79,227.63,A:min,4
594,229.48,231.33,C:maj,4
595,231.33,233.17,D:maj,4
596,233.17,235.02,G:maj,4
597,235.02,236.86,A:min,4
598,236.86,238.71,B:min,4
599,238.71,240.56,B:7,4
600,240.56,242.4,E:min,4
601,242.4,244.25,D:maj,4
602,244.25,246.1,A:maj,4
603,246.1,247.94,A:maj,4
604,247.94,249.79,C:maj,4
605,249.79,251.63,B:min,4
606,251.63,253.48,A:min7,4
607,253.48,255.33,D:maj,4
608,255.33,257.17,E:min,4
609,257.17,259.02,A:maj,4
610,259.02,260.86,C:maj,4
611,260.86,262.71,B:min,4
612,262.71,264.65,A:min,4
613,264.65,268.66,D:maj,4
614,268.66,270.54,G:maj,4
615,270.54,271.52,A:min7,4
616,271.52,272.46,D:maj,4
617,272.46,274.31,G:maj,4
618,274.31,275.23,A:min7,4
619,275.23,276.15,D:maj,4
620,276.15,281.69,G:sus2,4
621,281.69,282.69,end_chord,4
622,0.0,2.0,start_chord,5
623,2.0,3.04,C:min,5
624,3.04,3.55,Bb:maj,5
625,3.55,4.07,Ab:maj6,5
626,4.07,6.14,Ab:maj,5
627,6.14,8.21,C:min,5
628,8.21,10.28,Bb:maj6,5
629,10.28,12.35,C:min,5
630,12.35,14.41,Bb:maj6,5
631,14.41,16.48,C:min,5
632,16.48,18.55,Bb:maj6,5
633,18.55,20.62,Ab:maj,5
634,20.62,21.66,Ab:maj7,5
635,21.66,22.69,Bb:maj6,5
636,22.69,23.72,C:min,5
637,23.72,24.76,Ab:maj7,5
638,24.76,25.79,Bb:maj6,5
639,25.79,26.83,G:min,5
640,26.83,27.86,C:min,5
641,27.86,28.9,Ab:maj7,5
642,28.9,29.93,Bb:maj6,5
643,29.93,30.97,G:min,5
644,30.97,32.0,C:min,5
645,32.0,33.04,Ab:maj7,5
646,33.04,34.07,Bb:maj6,5
647,34.07,35.1,G:min,5
648,35.1,36.14,F:min,5
649,36.14,37.17,G:min,5
650,37.17,38.21,Ab:maj,5
651,38.21,39.24,Bb:maj,5
652,39.24,40.28,C:min,5
653,40.28,41.31,Ab:maj7,5
654,41.31,42.35,Bb:maj6,5
655,42.35,43.38,G:min,5
656,43.38,44.41,C:min,5
657,44.41,45.45,Ab:maj7,5
658,45.45,46.48,Bb:maj6,5
659,46.48,47.52,G:min,5
660,47.52,48.55,C:min,5
661,48.55,49.59,Ab:maj7,5
662,49.59,50.62,Bb:maj6,5
663,50.62,51.66,G:min,5
664,51.66,52.69,F:min,5
665,52.69,53.72,G:min,5
666,53.72,54.76,Ab:maj,5
667,54.76,55.79,Bb:maj,5
668,55.79,56.83,C:min,5
669,56.83,57.86,Ab:maj7,5
670,57.86,58.9,Bb:maj6,5
671,58.9,59.93,G:min,5
672,59.93,60.97,C:min,5
673,60.97,62.0,Ab:maj7,5
674,62.0,63.04,Bb:maj6,5
675,63.04,64.07,G:min,5
676,64.07,65.1,C:min,5
677,65.1,66.14,Ab:maj7,5
678,66.14,67.17,Bb:maj6,5
679,67.17,68.21,G:min,5
680,68.21,69.24,F:min,5
681,69.24,70.28,G:min,5
682,70.28,71.31,Ab:maj,5
683,71.31,72.35,Bb:maj,5
684,72.35,73.38,F:min,5
685,73.38,74.41,F:min,5
686,74.41,74.93,C:maj,5
687,74.93,75.45,Bb:maj,5
688,75.45,75.97,Eb:maj6,5
689,75.97,76.48,Bb:sus4,5
690,76.48,77.52,C:min,5
691,77.52,78.55,Ab:maj7,5
692,78.55,80.62,G:min,5
693,80.62,81.66,C:min,5
694,81.66,82.69,Ab:maj7,5
695,82.69,84.76,G:min,5
696,84.76,85.79,C:min,5
697,85.79,86.83,Ab:maj7,5
698,86.83,88.9,G:min,5
699,88.9,89.93,C:min,5
700,89.93,90.97,G:min,5
701,90.97,92.0,F:min,5
702,92.0,93.04,G:min,5
703,93.04,94.07,C:min,5
704,94.07,95.1,Ab:maj7,5
705,95.1,97.17,G:min,5
706,97.17,98.21,C:min,5
707,98.21,99.24,Ab:maj7,5
708,99.24,101.31,G:min,5
709,101.31,102.35,C:min,5
710,102.35,103.38,Ab:maj7,5
711,103.38,104.41,G:min,5
712,104.41,105.45,G:min,5
713,105.45,106.48,C:min,5
714,106.48,107.52,G:min,5
715,107.52,108.55,F:min,5
716,108.55,109.59,G:min,5
717,109.59,110.62,C:min,5
718,110.62,111.66,Ab:maj7,5
719,111.66,112.69,Bb:maj6,5
720,112.69,113.72,G:min,5
721,113.72,114.76,C:min,5
722,114.76,115.79,Ab:maj7,5
723,115.79,116.83,Bb:maj6,5
724,116.83,117.86,G:min,5
725,117.86,118.9,C:min,5
726,118.9,119.93,Ab:maj7,5
727,119.93,120.97,Bb:maj6,5
728,120.97,122.0,G:min,5
729,122.0,123.04,F:min,5
730,123.04,124.07,G:min,5
731,124.07,125.1,Ab:maj,5
732,125.1,126.14,Bb:maj,5
733,126.14,127.17,F:min,5
734,127.17,128.21,F:min,5
735,128.21,128.72,C:maj,5
736,128.72,129.24,Bb:maj,5
737,129.24,129.76,Eb:maj6,5
738,129.76,130.28,Bb:sus4,5
739,130.28,131.31,C:min,5
740,131.31,132.35,Ab:maj7,5
741,132.35,133.38,G:min,5
742,133.38,134.41,Eb:maj7,5
743,134.41,135.45,C:min,5
744,135.45,136.48,Ab:maj7,5
745,136.48,137.52,G:min,5
746,137.52,138.55,G:min,5
747,138.55,139.59,C:min,5
748,139.59,140.62,Ab:maj7,5
749,140.62,141.66,G:min,5
750,141.66,142.69,G:min,5
751,142.69,143.72,C:min,5
752,143.72,144.76,G:min,5
753,144.76,145.79,F:min,5
754,145.79,146.83,G:min,5
755,146.83,147.86,C:min,5
756,147.86,148.9,Ab:maj7,5
757,148.9,149.93,G:min,5
758,149.93,150.97,Eb:maj7,5
759,150.97,152.0,C:min,5
760,152.0,153.04,Ab:maj7,5
761,153.04,154.07,G:min,5
762,154.07,155.1,G:min,5
763,155.1,156.14,C:min,5
764,156.14,157.17,Ab:maj7,5
765,157.17,158.21,G:min,5
766,158.21,159.24,G:min,5
767,159.24,160.28,C:min,5
768,160.28,161.31,G:min,5
769,161.31,162.35,F:min,5
770,162.35,163.38,G:min,5
771,163.38,164.41,C:min,5
772,164.41,165.45,Ab:maj7,5
773,165.45,166.48,Bb:maj6,5
774,166.48,167.52,G:min,5
775,167.52,168.55,C:min,5
776,168.55,169.59,Ab:maj7,5
777,169.59,170.62,Bb:maj6,5
778,170.62,171.66,G:min,5
779,171.66,172.69,C:min,5
780,172.69,173.72,Ab:maj7,5
781,173.72,174.76,Bb:maj6,5
782,174.76,175.79,G:min,5
783,175.79,176.83,F:min,5
784,176.83,177.86,G:min,5
785,177.86,178.9,Ab:maj,5
786,178.9,179.93,Bb:maj,5
787,179.93,180.97,F:min,5
788,180.97,182.0,F:min,5
789,182.0,182.52,C:maj,5
790,182.52,183.04,Bb:maj,5
791,183.04,183.55,Eb:maj6,5
792,183.55,184.07,Bb:sus4,5
793,184.07,185.1,C:min,5
794,185.1,186.14,Ab:maj7,5
